Hst Nr.,Hst Name,Ort,Gkz,Orts ID,Gültigkeit,Steig,Bereich Nr.,Steigname,RBL Nr.,Kurzbezeichnung,Globale ID,X-Koordinate (STVH),Y-Koordinate (STVH),Georeferenz (STVH),Straßenname,Format,Vitrine,Buchsatz,Aushangfahrplan,ZOB,EFA,DFI Zieltext (Anzeigepriorität),Fußgänger,Radfahrer,Motor. Straßenverkehr,Bevorrechtigter IV (Busse),Eisenbahn,Straßenbahn,U-Bahn,Schiff,X,Y
2768,Balwer,Reifling,46008016,6,10.06.2001 - 24.12.2500,city,0,citybus,1,,at:46:2768:0:1,625013,775248,2009024886,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.684234,47.149951
2769,Ort,Rollsdorf,46017006,12,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2769:0:1,702823,772923,12023,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.709816,47.181064
2769,Ort,Rollsdorf,46017006,12,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2769:0:2,702833,772909,12023,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.709946,47.181190
2770,Lohnberg,Rollsdorf,46017006,12,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2770:0:1,703399,773413,12225,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.717466,47.176698
2770,Lohnberg,Rollsdorf,46017006,12,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2770:0:2,703401,773382,12225,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.717489,47.176977
2771,Purkarthofer,Rollsdorf,46017006,12,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2771:0:1,702515,772474,11886,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.705705,47.185080
2771,Purkarthofer,Rollsdorf,46017006,12,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2771:0:2,702516,772446,11886,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.705715,47.185332
2772,Ort,Preßguts,46017039,2,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2772:0:1,704917,774150,12388,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.737564,47.170175
2772,Ort,Preßguts,46017039,2,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2772:0:2,704933,774127,12388,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.737773,47.170383
2773,Gh Buchberger,Neudorf bei Weiz,46017021,3,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2773:0:1,706252,775337,12739,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.755288,47.159589
2773,Gh Buchberger,Neudorf bei Weiz,46017021,3,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2773:0:2,706245,775310,12739,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.755193,47.159832
2774,Pistrich,Reifling,46008016,6,10.06.2001 - 24.12.2500,city,0,citybus,1,,at:46:2774:0:1,625514,775355,106626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.690867,47.149084
2775,Schule,Prebensdorf,46017021,6,28.02.1994 - 24.12.2500,sina,0,Sinabelkirchen,2,,at:46:2775:0:1,708234,777280,13190,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.781606,47.142243
2775,Schule,Prebensdorf,46017021,6,28.02.1994 - 24.12.2500,weiz,0,Weiz,1,,at:46:2775:0:2,708243,777280,13190,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.781725,47.142243
2776,Stadt Abzw,Prebensdorf,46017021,6,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2776:0:1,708981,777579,2009021427,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.791481,47.139601
2776,Stadt Abzw,Prebensdorf,46017021,6,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2776:0:2,708968,777554,2009021427,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.791308,47.139825
2777,Josef-Ressel-Weg,Leibnitz,46010022,2,28.02.1994 - 24.12.2500,leib,0,Leibnitz,1,,at:46:2777:0:1,690954,815732,2009044056,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.558846,46.795063
2778,Kober,Egelsdorf,46017048,3,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2778:0:1,710949,779916,13769,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.817628,47.118701
2778,Kober,Egelsdorf,46017048,3,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2778:0:2,710959,779893,13769,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.817757,47.118908
2779,Wolf,Egelsdorf,46017048,3,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2779:0:1,710452,779371,13668,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.811031,47.123573
2779,Wolf,Egelsdorf,46017048,3,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2779:0:2,710472,779350,13668,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.811292,47.123763
2780,Gemeindeamt,Sinabelkirchen,46017048,26,28.02.1994 - 24.12.2500,sina,0,Fürstenfeld,2,,at:46:2780:0:1,711726,781717,87489,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.828020,47.102547
2780,Gemeindeamt,Sinabelkirchen,46017048,26,28.02.1994 - 24.12.2500,weiz,0,Gleisdorf,1,,at:46:2780:0:2,711642,781643,87694,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.826907,47.103208
2781,Bauernbrücke,Egelsdorf,46017048,3,28.02.1994 - 24.12.2500,sina,0,sina,2,,at:46:2781:0:1,710444,779144,13606,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.810905,47.125614
2781,Bauernbrücke,Egelsdorf,46017048,3,28.02.1994 - 24.12.2500,weiz,0,weiz,1,,at:46:2781:0:2,710441,779145,13606,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.810866,47.125605
2782,Abzweigung Hofingmühle,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,ilz,0,Ilz,2,,at:46:2782:0:1,716517,783965,50844,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.891300,47.082590
2782,Abzweigung Hofingmühle,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,nest,0,Nestelbach,1,,at:46:2782:0:2,716517,783968,50844,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.891301,47.082563
2783,Steiner,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,ilz,0,Ilz,2,,at:46:2783:0:1,716437,784147,50848,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.890260,47.080949
2783,Steiner,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,nest,0,Nestelbach,1,,at:46:2783:0:2,716435,784147,50848,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.890234,47.080949
2784,Ort,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,ilz,0,Ilz,2,,at:46:2784:0:1,716129,784397,50853,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.886224,47.078684
2784,Ort,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,nest,0,Nestelbach,1,,at:46:2784:0:2,716128,784393,50853,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.886210,47.078720
2785,Kainrath,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,ilz,0,Ilz,2,,at:46:2785:0:1,716109,784800,50854,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.885991,47.075058
2785,Kainrath,Mutzenfeld,46005010,5,28.02.1994 - 24.12.2500,nest,0,Nestelbach,1,,at:46:2785:0:2,716112,784796,50854,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.886030,47.075095
2786,Ort,Ziegenberg,46005011,16,28.02.1994 - 24.12.2500,ilz,0,Ilz,1,,at:46:2786:0:1,716427,785311,51056,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.890216,47.070478
